expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
8/2/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/4/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/18/2021,Clear Channel Outdoor  LLC,9590 Lynn Bluff Court  #5  Laurel  Maryland 20723,Business/Group/Organization,4552.5,Boniface  Billy Friends Of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
9/23/2021,Sonipak Design & Marketing,4106 Belle Farm Court  Pylesville  Maryland 21132,Business/Group/Organization,260,Boniface  Billy Friends Of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Wine Festival ad placement,NA
9/29/2021,Clear Channel Outdoor  LLC,9590 Lynn Bluff Court  #5  Laurel  Maryland 20723,Business/Group/Organization,5837,Boniface  Billy Friends Of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
9/14/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,175,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/30/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,198.44,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/2/2021,Sonipak Design & Marketing,4106 Belle Farm Court  Pylesville  Maryland 21132,Business/Group/Organization,2228.47,Boniface  Billy Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
11/19/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/10/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,25,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/30/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,1.65,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
12/8/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,80.72,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
12/31/2021,Eastern Outdoor Advertising Co.,7115 Rockridge Road  Baltimore  Maryland 21207,Business/Group/Organization,5300,Boniface  Billy Friends Of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
1/31/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,122.15,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
1/10/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,28.57,Boniface  Billy Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/17/2021,Majority Strategies,12854 Kenan Drive  Jacksonville  Florida 32258,Business/Group/Organization,393.4,Change Annapolis PAC,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
5/10/2021,Neighborhood Signs & Stickers,6655 Amberton Drive  Elkridge  Maryland 21075,Business/Group/Organization,330.72,Chisholm  Brian Citizens for,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
6/7/2021,Mike Friedrich Media,621 Admiral  Suite 308  Annapolis  Maryland 21401,Business/Group/Organization,250,Chisholm  Brian Citizens for,Media,Consulting Fees - General,NA,EFT,NA,Electoral,NA,NA
10/23/2021,Wix Website,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,33.75,Weaver  Rita Friends to Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Domain name,NA
10/23/2021,Wix Website,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,60,Weaver  Rita Friends to Elect,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Email,NA
11/8/2021,Red Mana Properties,19605 Shepherstown Pike  Boonsboro  Maryland 21713,Business/Group/Organization,400,Bowers  Ron For Advocates,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
7/6/2022,Ocean Pines Progress Newspaper,127 Nottingham Lane  Ocean Pines  Maryland 21811,Business/Group/Organization,375,Helvey  (Russell) Grant People to Elect,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/6/2022,Ocean Pines Progress Newspaper,127 Nottingham Lane  Ocean Pines  Maryland 21811,Business/Group/Organization,225,Helvey  (Russell) Grant People to Elect,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
6/4/2021,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,May-June 2021 Retainer,NA
2/1/2021,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,9.99,Harrison  Andrea Friends Of,Media,Phones / Robo calls,NA,Electronic Check,NA,Electoral,NA,NA
6/4/2021,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,April-May 2021 Retainer,NA
10/15/2021,Squarespace  Inc,225 Varick St  12th Floor  New York  New York 10014,Business/Group/Organization,228.96,Proctor  Sarah For The People,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/11/2021,Wix,PO Box 40190  San Francisco  California 94118,Business/Group/Organization,204,Jackson  Michael A.  Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Annual Website Fee,NA
8/2/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,10,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/2/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,15,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/25/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,19.51,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/16/2021,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Invoice 1055 June/July 2021,NA
8/16/2021,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Invoice 1058 July/August 2021,NA
11/9/2021,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
12/1/2021,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,30,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/3/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,30,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/2/2022,Google LLC,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,184.44,Franchot  Peter Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
10/28/2022,Wix  Ltd.,P.O. Box 40190  San Francisco  California 94140,Business/Group/Organization,34.92,Franchot  Peter Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
4/7/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,3.8,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/25/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,30.78,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/27/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,47.24,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
1/26/2021,The Baltimore Sun,300 E. Cromwell Street  Baltimore  Maryland 21230,Business/Group/Organization,15.96,Represent Maryland PAC,Media,Newspaper,NA,Debit Card,NA,Administrative,NA,NA
5/30/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,26.08,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/30/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,27.62,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/8/2021,Mailchimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.59,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,reoccurring payment,NA
7/8/2021,Mailchimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.59,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,recurring payment,NA
1/25/2021,GoDaddy.com,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,128.2,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
1/26/2021,Ronald Rowley,1238 Ramblewood Road  Baltimore  Maryland 21239,Individual,300,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,Access Design,NA
1/29/2021,The Business Journals,120 W. Morehead Street  Suite 400  Charlotte  North Carolina 28202,Business/Group/Organization,125,Jennings  J. B. Friends Of,Media,Newspaper,NA,Debit Card,NA,Electoral,Magazine Subscription,NA
6/1/2021,Facebook  Inc,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50.87,Glassman  Barry Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,May 2021 media charge,NA
10/29/2021,Republican State Central Committee of Anne Arundel County,PO Box 6494  Annapolis  Maryland 21401,Business/Group/Organization,150,Munoz  Rachel Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,Quarter Page Ad,NA
11/15/2021,Squarespace,225 Varick Street  12th Floor  NY  New York 10014,Business/Group/Organization,6.36,Munoz  Rachel Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
12/4/2021,Squarespace,225 Varick Street  12th Floor  NY  New York 10014,Business/Group/Organization,152.64,Munoz  Rachel Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Annual Website Subscription,NA
12/15/2021,Squarespace  Inc,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,33.92,Lazo  Omar Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Website Monthly Payment,NA
5/3/2021,GoDaddy Operating Company LLC,14455 N. Hayden Rd  #219  Scottsdale  Arizona 85260,Business/Group/Organization,12.17,Sesker  Everett Citizens For,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
6/1/2021,Wix.com Inc,500 Terry A Francois Boulevard Sixth Floor  San Francisco  California 94158,Business/Group/Organization,138,Sesker  Everett Citizens For,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Service Fee,NA
8/9/2021,Mailchimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.59,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,recurring,NA
9/8/2021,Mailchimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.59,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,recurring,NA
10/8/2021,Mailchimp,675 Ponce de Leon Ave NE  Suite 500  Atlanta  Georgia 30308,Business/Group/Organization,10.59,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,recurring,NA
1/15/2021,GoDaddy Operating Company  LLC,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,71.88,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/18/2021,GoDaddy Operating Company  LLC,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,59.97,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/22/2021,Bluehost,10 Corporate Drive  Suite #300  Burlington  Massachusetts 01803,Business/Group/Organization,179.04,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/22/2021,Bluehost,10 Corporate Drive  Suite #300  Burlington  Massachusetts 01803,Business/Group/Organization,35.21,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2/23/2021,Bluehost,10 Corporate Drive  Suite #300  Burlington  Massachusetts 01803,Business/Group/Organization,144,Amaya  Ruben Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/31/2021,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,29.86,The Peoples Voice  LLC PAC,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
6/10/2021,Majority Strategies,12854 Kenan Drive  Suite 145  Jacksonville  Florida 33258,Business/Group/Organization,450,Ready  Justin Friends Of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,Palm Cards,NA
2/23/2021,CHARLOTTE MUNAR,4804 BARTLETTS VISION DRIVE  BOWIE  Maryland 20720,Individual,125,Amin  Mahasin El Friends of,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
3/1/2021,Vision and Purpose Lifestyle Magazine,1441 McCormick Drive  Suite 1040  Largo  Maryland 20774,Business/Group/Organization,450,Amin  Mahasin El Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/30/2022,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33.71,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/26/2021,Nationbuilder,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,119,Ready  Justin Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,August Website and Blast Email fee,NA
9/2/2021,Mid-Atlantic Media,11459 Cronhill Dirve  Ste. A  Owings Mills  Maryland 21117,Business/Group/Organization,710,Kramer  Ben Friends Of,Media,Newspaper,NA,Check,NA,Electoral,Ad,NA
9/15/2021,Mid-Atlantic Media,11459 Cronhill Dirve  Ste. A  Owings Mills  Maryland 21117,Business/Group/Organization,293.75,Kramer  Ben Friends Of,Media,Newspaper,NA,Check,NA,Electoral,D-19 Ad,NA
9/30/2021,Montgomery County Democratic Central Committee,12320 Parklawn Drive  Suite 210  Rockville  Maryland 20852,Party Central,375,Kramer  Ben Friends Of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,D-19 Ad,NA
10/26/2021,Capitol Media Strategies,69 Tulip Poplar Turn  Ocean View  Delaware 19970,Business/Group/Organization,375,Kramer  Ben Friends Of,Media,Newspaper,NA,Check,NA,Electoral,Ad,NA
6/2/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.# 0068,NA
7/1/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.#071,NA
8/5/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,inv.#0077,NA
9/9/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.#0080,NA
10/5/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.# 0084,NA
10/19/2021,Chesapeake Publishing Corp.,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,1175,Miller  (Alfred) Al Friends of,Media,Newspaper,NA,Check,NA,Electoral,ads,NA
11/12/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.#0085,NA
12/7/2021,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125,Miller  (Alfred) Al Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Inv.# 0091,NA
3/1/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,26,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website host,NA
3/26/2021,Ronald Rowley,1238 Ramblewood Road  Baltimore  Maryland 21239,Individual,200,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,Access design,NA
3/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,26,Jennings  J. B. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,web hosting,NA
4/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Website host,NA
6/1/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Website host,NA
6/15/2021,GoDaddy.com,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,19.17,Jennings  J. B. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Web hosting,NA
6/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website host,NA
7/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Hosting,NA
8/3/2021,Anne Fullem Design,945 Nena Avenue  Havre de Grace  Maryland 21078,Business/Group/Organization,265,Jennings  J. B. Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphics for fundraisers,NA
8/30/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web Hosting,NA
9/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
10/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
11/24/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,20,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
11/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
11/30/2021,Keen360 Inc.,1150 1st Avenue  Suite 501  King Of Prussia  Pennsylvania 19406,Business/Group/Organization,567,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,Database host,NA
12/29/2021,SquareSpace,225 Varick Street  12th floor  New York  New York 10014,Business/Group/Organization,27.56,Jennings  J. B. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Web hosting,NA
5/5/2022,Kenefick Communications,2803 Lake View Drive  Annapolis  Maryland 21403,Business/Group/Organization,1666.66,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
5/5/2022,Progressive Way LLC,803 Sligo Creek Parkway  Takoma Park  Maryland 20912,Business/Group/Organization,2500,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
5/20/2022,Progressive Way LLC,803 Sligo Creek Parkway  Takoma Park  Maryland 20912,Business/Group/Organization,2500,Montgomery Co. Career Firefighters Assn. Local 1664 PAC,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
5/2/2022,GOOGLE,1600 Amphiteatre Parkway  Mountain View  California 94043,Business/Group/Organization,37.27,Jianning   Zeng Friends of Dr.,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/19/2021,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,25,Jones  Steven R. for Calvert County Commissioner,Media,Graphic Design,NA,Check,NA,Electoral,Bumper Stickers,NA
5/14/2021,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,367,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Stickers / Decals,NA
6/30/2021,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,775,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/4/2021,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,162.5,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/28/2021,Kristin - McMahon,2116 Givenswood Drive  -  Fallston  Harford  Maryland 21047,Individual,65,Boyle-Tsottles  Jessica Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
11/29/2021,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,614.8,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Outdoor Signs / Steve Jones,NA
10/29/2021,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,212,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,2 4x8 signs,NA
8/27/2021,Patuxent Printing,621 Keith Lane  Owings  Maryland 20736,Business/Group/Organization,829.95,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Yard Signs,NA
8/27/2021,Calvert Signs,5240 Cutter Ct  Prince Frederick  Maryland 20678,Business/Group/Organization,318,Jones  Steven R. for Calvert County Commissioner,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,vehicle signs,NA
6/25/2021,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),178.2,Colvin  Eric Voters for,Media,Media - Website Development,NA,EFT,Bluehost,Electoral,Web hosting,NA
7/19/2021,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),360,Colvin  Eric Voters for,Media,Media - Website Development,NA,Credit Card/Visa,GiveWP,Electoral,Wordpress addin,NA
1/21/2021,Renegade Productions  Inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,Business/Group/Organization,26913.31,Glassman  Barry Friends Of,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
2/16/2021,Renegade Productions  Inc.,10950 Gilroy Road  Suite J  Hunt Valley  Maryland 21031,Business/Group/Organization,26913.31,Glassman  Barry Friends Of,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
10/14/2021,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),249,Colvin  Eric Voters for,Media,Newspaper,NA,Check,The County Times,Electoral,NA,NA
10/31/2021,ERIC SCOTT  COLVIN,44750 SPRINGER ROAD  VALLEY LEE  Maryland 20692,Self (Candidate),52,Colvin  Eric Voters for,Media,Online Advertising,NA,Credit Card/Visa,Facebook,Electoral,NA,NA
7/1/2021,Facebook  Inc,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,153.39,Glassman  Barry Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,June 2021 Facebook ad charges,NA
8/2/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,87.15,Glassman  Barry Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/2/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,149.53,Glassman  Barry Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/29/2021,Allsign Products,200 N. Tollgate Road  PO Box 986  Bel Air  Maryland 21014,Business/Group/Organization,115,Glassman  Barry Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Window lettering,NA
10/4/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,183.29,Glassman  Barry Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/30/2021,Maryland Federation of Republican Women,P.O. Box 6040  Annapolis  Maryland 21401,Non-Profit Organization,300,Glassman  Barry Friends Of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,Advertising in event brochure,NA
12/1/2021,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,520.98,Glassman  Barry Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
1/3/2022,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,232.07,Glassman  Barry Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/16/2021,GoDaddy Operating Company,2155 E. GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,47.66,Leadbetter  Shannon Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/20/2021,Wix.com,40 Namal  Tel Aviv  ISRAEL,Business/Group/Organization,138,Leadbetter  Shannon Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/8/2021,WIX.COM,Premium Plan  New York  New York 34527,Business/Group/Organization,162,Cox  Richard for Sheriff,Media,Online Advertising,NA,EFT,NA,Electoral,on line advertising,NA
2/25/2021,Squarespaces Inc.,SquareSpace.com  New York  New York 01234,Business/Group/Organization,20,Cox  Richard for Sheriff,Media,Online Advertising,NA,EFT,NA,Electoral,squarespace.com - advertising,NA
12/13/2021,Anne Marie Gardens,13470 Dowell Road  Solomons  Maryland 20688,Business/Group/Organization,2000,Cox  Richard for Sheriff,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Sign Donation,NA
