expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
7/15/2022,ACR Media  Inc,2730 University Blvd West Suite #200  Wheaton  Maryland 20902,Business/Group/Organization,210.53,CASA in Action,Media,Radio,NA,Wire Transfer,Amaya,Ruben Friends of,Electoral,","
7/15/2022,ACR Media  Inc,2730 University Blvd West Suite #200  Wheaton  Maryland 20902,Business/Group/Organization,210.53,CASA in Action,Media,Radio,NA,Wire Transfer,Sneed,Shannon For Maryland,Electoral,","
7/15/2022,ACR Media  Inc,2730 University Blvd West Suite #200  Wheaton  Maryland 20902,Business/Group/Organization,210.53,CASA in Action,Media,Radio,NA,Wire Transfer,Perez,Tom for Maryland,Electoral,","
7/15/2022,ACR Media  Inc,2730 University Blvd West Suite #200  Wheaton  Maryland 20902,Business/Group/Organization,210.53,CASA in Action,Media,Radio,NA,Wire Transfer,Ramirez,Victor Friends Of,Electoral,","
7/15/2022,ACR Media  Inc,2730 University Blvd West Suite #200  Wheaton  Maryland 20902,Business/Group/Organization,210.53,CASA in Action,Media,Radio,NA,Wire Transfer,Blegay,Wala Friends for,Electoral,","
8/31/2022,WIX.COM,500 Terry Francois Blvd  San Francisco  California 94158,Business/Group/Organization,276,Barrie  Fatmata  for County Council,Media,Media - Website Development,NA,EFT,NA,Electoral,Hosting services,NA
2/9/2022,SPM Strategies,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,52.99,Kittleman  Allan Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
2/9/2022,SPM Strategies,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,12000,Kittleman  Allan Friends of,Media,Consulting Fees - General,NA,Check,NA,Electoral,NA,NA
10/24/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,8,Rathell  Doug (Jeffrey) Elect,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
9/21/2022,SPM,1850 McGuckian St  Annapolis  Maryland 21401,Business/Group/Organization,1146,Kim  Lisa Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
10/23/2022,JON PATRICK  McLAUGHLIN,P.O. BOX 283  QUEENSTOWN  Maryland 21658,Self (Candidate),89.24,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/23/2022,JON PATRICK  McLAUGHLIN,P.O. BOX 283  QUEENSTOWN  Maryland 21658,Self (Candidate),867,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/7/2022,SPM STRATEGIES  LLC,2812 S. COLUMBUS ST  ARLINGTON  Virginia 22206,Business/Group/Organization,400,McLAUGHLIN  PATRICK FOR QUEEN ANNE'S COUNTY COMMISSIONER,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
6/21/2022,Somar Communications  Inc.,28095 Three Notch Road  Unit 2B  Mechanicsville  Maryland 20637,Business/Group/Organization,5568,Kontra  Craig for Sheriff  Friends of,Media,Radio,NA,Debit Card,NA,Electoral,radio southern maryland,NA
9/30/2022,independent news media,110 Galaxy Drive  Dover  Delaware 19901,Business/Group/Organization,895,Ashraf  Zia For District 5,Media,Newspaper,NA,Credit Card/Visa,NA,Electoral,NA,NA
10/24/2022,Noah Milad,113 North Division St  Fruitland  Maryland 21826,Individual,200,Abbott  Caryn Citizens For,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
10/25/2022,GSB Media,1147 Ocean Hwy.  Pocomoke City  Maryland 21861,Business/Group/Organization,500,Abbott  Caryn Citizens For,Media,Radio,NA,Check,NA,Electoral,NA,NA
9/15/2022,CallFire,1410 2nd Street  Ste 200.  Santa Monica  California 90401,Business/Group/Organization,30,Rogers  Mike Campaign Committee,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,Recurring robo call service fee.,NA
11/6/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,250,Rigby  Christiana Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/9/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,138.24,Rigby  Christiana Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/1/2022,Google,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,49.77,Rigby  Christiana Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/13/2022,Lasser Media,803 S. Belnord Ave  Baltimore  Maryland 21224,Business/Group/Organization,2118,Kittleman  Allan Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
9/14/2022,SPM Strategies,5612 Herberts Crossing Drive  Burke  Virginia 22015,Business/Group/Organization,11254,Kittleman  Allan Friends of,Media,TV,NA,Check,NA,Electoral,NA,NA
9/14/2022,The Beacon Newspapers,PO BOX 2227  Silver Spring  Maryland 20915,Business/Group/Organization,1056,Kittleman  Allan Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
5/31/2021,Ronald V Naughton,9300 Sam Owings Place  Owings  Calvert  Maryland 20736,Individual,150,Kontra  Craig for Sheriff  Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Facebook for family member doing online media.,NA
3/26/2022,adPro  LLC,11550 Deadwood Drive  Lusby  Maryland 20657,Business/Group/Organization,450,Kontra  Craig for Sheriff  Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,march april and may invoicing,NA
3/28/2022,Trades by the Bay,To get  Huntingtown  Maryland 20639,Business/Group/Organization,640.9,Kontra  Craig for Sheriff  Friends of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
4/14/2022,Neighborhood Signs & Stickers LLC,6655 Amberton Drive  Suite K  Elkridge  Maryland 21075,Business/Group/Organization,2140,Kontra  Craig for Sheriff  Friends of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,OUTDOOR SIGNS,NA
10/24/2022,Ed Blakely Video Production,6052 SE Turn Leaf Trail  Hobe Sound  Florida 33455,Business/Group/Organization,150,Giordano  Julie Friends to Elect,Media,Videos,NA,Check,NA,Electoral,edit campaign video,NA
7/28/2022,New Blue Interactive,1146 19th St  Washington  District Of Columbia 20036,Business/Group/Organization,5067.61,Glass  Evan Neighbors of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
8/1/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,18.54,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/2/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.79,Glass  Evan Neighbors of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
10/3/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Glass  Evan Neighbors of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
10/27/2022,Screen Strategies Media,11150 Fairfax Blvd  Ste 505  Fairfax  Virginia 22030,Business/Group/Organization,40000,James  M-D Friends Of,Media,TV,NA,EFT,NA,Electoral,NA,NA
10/27/2022,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,7.41,Harrison  Andrea Friends Of,Media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
10/27/2022,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,269.3,Harrison  Andrea Friends Of,Media,Phones / Robo calls,NA,Electronic Check,NA,Electoral,NA,NA
10/28/2022,J Franklyn Bourne Bar Assoc.,PO Box 1121  Upper Marlboro  Maryland 20772,Business/Group/Organization,250,Harrison  Andrea Friends Of,Media,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.99,Harrison  Andrea Friends Of,Media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
10/31/2022,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,10.59,Harrison  Andrea Friends Of,Media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
11/1/2022,NGP VAN  INC.,655 15th Street NW Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,750,Harrison  Andrea Friends Of,Media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
6/21/2022,NewBlue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,7500,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,NA,EFT,King,Nancy Friends of,Electoral,"Online Advertising,"
11/2/2021,adPro  LLC,11550 Deadwood Drive  Lusby  Maryland 20657,Business/Group/Organization,150,Kontra  Craig for Sheriff  Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,november website,NA
11/15/2021,Clear Channel Outdoor,9130 State Road  Philidelphia  Pennsylvania 19136,Business/Group/Organization,2875,Kontra  Craig for Sheriff  Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,bill board,NA
12/15/2021,adPro  LLC,11550 Deadwood Drive  Lusby  Maryland 20657,Business/Group/Organization,300,Kontra  Craig for Sheriff  Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,DECEMBER AND JANUARY WEBDEVELOPMENT,NA
10/24/2022,Draper Media,1729 S Salisbury Blvd  Salisbury  Maryland 21801,Business/Group/Organization,1258,Sample-Hughes  (Sheree) Campaign Fund,Media,Radio,NA,Check,NA,Electoral,WTBK-FM  WRDE-FM,NA
7/1/2022,Facebook,1601 S California Ave  Palo Alto  California 94304,Business/Group/Organization,16.75,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/13/2022,Bethesda Magazine,6116 Executive Blvd.  #740  North Bethesda  Maryland 20852,Business/Group/Organization,913,Glass  Evan Neighbors of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/25/2022,Facebook,18 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,36.67,Barrie  Fatmata  for County Council,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,Dapsauki Design,1910 Chamberlain Drive  Fredrerick  Maryland 21702,Business/Group/Organization,510,Young  Brad Friends of,Media,Graphic Design,NA,Check,NA,Electoral,design work,NA
10/26/2022,Lowes,7850 Wormans Mill Road  Frederick  Maryland 21701,Business/Group/Organization,166.54,Young  Brad Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,posts to use for outdoor signs,NA
10/31/2022,Dapsauki Design,1910 Chamberlain Drive  Fredrerick  Maryland 21702,Business/Group/Organization,510,Young  Brad Friends of,Media,Graphic Design,NA,Check,NA,Electoral,design handout,NA
11/8/2022,Lowes,7850 Wormans Mill Road  Frederick  Maryland 21701,Business/Group/Organization,19,Young  Brad Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,ties for posting signs,NA
11/9/2022,Emmitsburg News Journal,P.O.Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,450,Young  Brad Friends of,Media,Newspaper,NA,Check,NA,Electoral,ads in paper,NA
11/2/2022,Rojo Broadcasting  LLC,917 Snow Hill Road  Salisbury  Maryland 21804,Business/Group/Organization,240,Sample-Hughes  (Sheree) Campaign Fund,Media,Radio,NA,Check,NA,Electoral,Radio spots for 11/3 - 11/8,NA
11/3/2022,Draper Media,1729 S Salisbury Blvd  Salisbury  Maryland 21801,Business/Group/Organization,814,Sample-Hughes  (Sheree) Campaign Fund,Media,Radio,NA,Check,NA,Electoral,NA,NA
9/26/2022,Rumble Up Texting,2021 L St NW  Ste 101-220  Washington  District Of Columbia 20037,Business/Group/Organization,99,Cox  Dan for Governor,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
8/24/2022,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,4.24,Carr  Missy 4 Maryland,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
9/6/2022,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,27.75,Carr  Missy 4 Maryland,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/25/2022,Cumberland Times,19 Baltimore Street  Cumberland  Maryland 21502,Business/Group/Organization,7.99,Dreisbach  Mike Michael Citizens for,Media,Newspaper,NA,Debit Card,NA,Electoral,Subscription,NA
8/28/2022,Meta For Business Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
9/1/2022,Meta For Business Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,50,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Facebook Ads,NA
9/5/2022,Meta For Business Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,75,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/12/2022,Meta For Business Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,400,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/15/2022,Meta Platforms Inc,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,117.08,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/18/2022,Katie Smith,50 Kate's Road  McHenry  Maryland 21541,Business/Group/Organization,3431.25,Dreisbach  Mike Michael Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
10/30/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/1/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,75,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/4/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Williams  Marsha L. Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/25/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,250,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/28/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,400,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/29/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,600,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/1/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/3/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/5/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/6/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/7/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/7/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/7/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/8/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,900,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/15/2022,Meta Platforms  Inc.,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,881.03,Jasani  Salimah Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/3/2022,Wix.com LTD,40 Namal  6350671  Tel Aviv  ISRAEL,Business/Group/Organization,24.38,Jasani  Salimah Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/4/2022,Action Squared,1900 L Street NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10,Ahmed  Raaheela Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/28/2022,Mark Weiss Associates,P.O. Box 3447  Bethesda  Maryland 20827,Business/Group/Organization,112.5,Buiniskis  Courtney L. Citizens for,Media,Billboards / Outdoor Advertising,NA,Electronic Check,NA,Electoral,NA,NA
10/12/2022,FACEBOOK,575 7th St NW  Washington  District Of Columbia 20004,Business/Group/Organization,91.43,Jackson  Branndon Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
11/4/2022,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,45,Adler   Delphine Tudy Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/11/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,846.64,Adler   Delphine Tudy Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/2/2022,Facebook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/25/2022,Calvert County Times,PO Box 250  Hollywood  Maryland 20636,Business/Group/Organization,1048.5,Hance  (Earl) for Commissioner,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
11/4/2022,Inspire One Group,808 Priscilla St.  Salisbury  Maryland 21804,Business/Group/Organization,50,Demko  George Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
7/5/2022,Square Space Inc.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
11/7/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,210.06,Hamilton  Rebecca Patriots for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/1/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Talbot County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
10/31/2022,Bluehost Inc.,10 Corporate Drive  Suite 300  Burlington  Massachusetts 01803,Business/Group/Organization,355.66,Foley  Linda Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
11/10/2022,WordPress,60 29th Street  343  San Francisco  California 94110,Business/Group/Organization,300,Harford County Democratic Central Committee,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,Website Hosting,NA
11/6/2022,Constant Contact,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,35,Foley  Linda Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,SMS messages,NA
10/26/2022,Facebook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,83.81,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,Facebook,1 Hacker Way  Meno Park  California 94025,Business/Group/Organization,100,Dappert  Michele Committee to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/4/2022,Square Space Inc.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.56,Benn  Sarahia Friends to Elect,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,BURTON RESEARCH AND STRATEGIES,8820 Galax Ct  Chapel Hill  North Carolina 27516,Business/Group/Organization,121.2,Cline  Jeff Friends of,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
11/9/2022,BURTON RESEARCH AND STRATEGIES,8820 Galax Ct  Chapel Hill  North Carolina 27516,Business/Group/Organization,90,Cline  Jeff Friends of,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
10/28/2022,ANTIETAM MEDIA SERVICES,1000 Willow Cir  Hagerstown  Maryland 21740,Business/Group/Organization,990,Cline  Jeff Friends of,Media,TV,NA,Debit Card,NA,Electoral,NA,NA
11/8/2022,Meta Platforms Inc.,1 Hacker Way  Menlo Park  California 90425,Business/Group/Organization,125,Plotts  David for Wicomico,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/9/2022,Meta Platforms Inc.,1 Hacker Way  Menlo Park  California 90425,Business/Group/Organization,6.66,Plotts  David for Wicomico,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
11/14/2022,Monday.com,246 5th Avenue  New York  New York 10001,Business/Group/Organization,36,Talbot County Democratic Central Committee,Media,Media - Website Development,NA,Debit Card,NA,Administrative,NA,NA
11/3/2022,Scale to Win,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,420.24,Talbot County Democratic Central Committee,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,W2W Technologies  LLC,7033 Huntley Run Place  Alexandria  Virginia 22306,Business/Group/Organization,75,Walker  Jay Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
10/31/2022,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,65,Walker  Jay Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/14/2022,Scale to Win,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,348.24,Talbot County Democratic Central Committee,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,Sonipak,4106 Belle Farms Court  Pylesville  Maryland 21132,Business/Group/Organization,1000,Karczeski  Michelle - A Clerk that will Work,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
11/15/2022,Squarespace,5340 Alla Rd  Ste 105A  Los Angeles  California 90066,Business/Group/Organization,34.98,Bates  William (Bill) Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,500,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/8/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,395.51,Balcombe  Marilyn Friends,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
11/4/2022,NationBuilder,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,35,St. Mary's County Democratic Central Committee,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/2/2022,Coastal Dispatch,PO Box 467  Berlin  Maryland 21811,Business/Group/Organization,501,Ocean City Firefighter - Paramedics PAC,Media,Newspaper,NA,Electronic Check,NA,Electoral,NA,NA
11/15/2022,3 Sixty Strategies LLC,157 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,1150,Rey  Deb for Maryland,Media,Online Advertising,NA,Check,NA,Electoral,Facebook advertising,NA
11/15/2022,Karen Alder,6521 Darnell Road  Towson  Baltimore Co.   Maryland 21204,Individual,400,Krebs  Susan Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
10/21/2022,the courier,98 Nottingham Lane  Ocean Pines  Maryland 21811,Business/Group/Organization,299,Worcester County Republican Central Committee,Media,Newspaper,NA,Check,NA,Electoral,newspaper ad,NA
10/28/2022,the courier,98 Nottingham Lane  Ocean Pines  Maryland 21811,Business/Group/Organization,299,Worcester County Republican Central Committee,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
10/28/2022,Meta Platforms,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,250.07,Russell  Brandon for St. Mary's,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
10/31/2022,Meta Platforms,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,107.64,Russell  Brandon for St. Mary's,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
10/31/2022,Somar Communications,28095 Three Notch Rd  Ste 2B  Mechanicsville  Maryland 20659,Business/Group/Organization,2880,Russell  Brandon for St. Mary's,Media,Radio,NA,Check,NA,Electoral,NA,NA
11/4/2022,The Star Democrat,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,295,Foster  Phil Friends Of Committee,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
10/31/2022,Zoom Global,55 Almaden Blvd  San Jose  California 95113,Business/Group/Organization,14.99,Wicomico County Democratic Central Committee,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/7/2022,ActBlue,PO Box 441146  Somerville  Massachusetts 02144,Business/Group/Organization,8.95,Wicomico County Democratic Central Committee,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/2/2022,WJEJ,1135 Haven Road  Hagerstown  Maryland 21742,Business/Group/Organization,330,Malott  Jason Citizens for Register of Wills,Media,Radio,NA,Check,NA,Electoral,NA,NA
10/31/2022,GateHouse Media Maryland Holdings Inc,PO Box 630519  Cincinnati  Ohio 45263-0579,Business/Group/Organization,494.01,Malott  Jason Citizens for Register of Wills,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
11/8/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,175,Wicomico County Democratic Central Committee,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
11/7/2022,Burton Research and Strategies,8820 Galax Court  Chapel Hill  North Carolina 27516,Business/Group/Organization,464.8,Baltimore County Republican Central Committee,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
11/13/2022,Burton Research and Strategies,8820 Galax Court  Chapel Hill  North Carolina 27516,Business/Group/Organization,445.4,Baltimore County Republican Central Committee,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
11/1/2022,Nation Builder,P.O. Box 811  Los Angeles  California 90081,Business/Group/Organization,336,Wicomico County Democratic Central Committee,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
11/2/2022,Campaign HQ,109 W Front Street  Brooklyn  Iowa 52211,Business/Group/Organization,3424.96,Save Frederick County Slate,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
11/5/2022,Campaign HQ,109 W Front Street  Brooklyn  Iowa 52211,Business/Group/Organization,3742.16,Save Frederick County Slate,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
